0	0	1
0	0	2
0	0	3
0	0	4
0	0	5
0	0	6
0	0	7
0	0	8
0	0	9
0	0	10
0	0	11
0	0	12
0	0	13
0	0	14
0	0	15
0	0	16
0	0	17
0	0	18
0	0	19
0	0	20
0	0	21
22	1	23
22	1	24
22	1	25
22	1	26
22	1	27
22	1	28
22	1	29
22	1	30
22	1	31
22	1	32
22	1	33
22	1	26
22	1	27
22	1	34
22	1	35
22	1	36
22	0	37
22	0	38
22	0	39
22	0	40
22	0	41
22	0	42
22	0	43
22	0	44
22	0	45
22	0	46
22	0	47
22	0	48
22	0	49
22	0	50
22	0	51
22	0	52
22	0	53
22	0	54
22	0	55
22	0	56
22	0	57
22	0	58
22	0	59
22	0	60
22	0	61
22	2	62
22	2	63
22	2	64
22	2	65
22	2	66
22	2	67
22	2	68
22	2	69
22	2	70
22	2	71
22	2	72
22	2	73
22	2	74
22	2	75
22	2	76
22	2	77
22	2	78
22	2	79
22	2	80
22	2	81
22	2	82
22	2	83
22	2	84
22	2	85
22	2	86
22	2	87
22	2	88
22	2	89
22	2	90
22	2	91
22	2	92
22	2	93
22	2	94
22	2	95
22	2	96
22	2	97
22	2	98
22	2	99
22	2	100
22	2	101
22	2	102
22	2	103
22	2	104
22	2	105
22	2	106
22	2	107
22	2	108
22	2	109
22	2	110
22	2	111
22	2	112
22	2	113
22	2	114
22	2	115
22	2	116
22	2	117
22	2	118
22	2	119
22	2	120
22	2	62
22	2	63
22	2	64
22	2	65
22	2	66
121	1	122
121	1	123
121	1	124
121	1	125
121	1	126
121	1	127
121	1	128
121	1	129
121	1	130
121	1	131
121	1	132
121	1	133
121	1	134
121	1	135
121	1	136
121	1	137
121	1	138
121	1	122
121	1	139
121	1	138
121	1	140
121	1	126
121	1	141
121	1	142
121	1	143
121	1	144
121	1	145
121	1	146
121	1	147
121	1	148
121	1	149
121	1	150
121	0	151
121	0	152
121	0	153
121	0	154
121	0	155
121	0	156
121	0	157
121	0	158
121	0	159
121	0	160
121	0	161
121	0	162
121	0	163
121	0	164
121	0	165
121	0	166
121	0	167
121	0	168
121	0	169
121	0	170
121	0	171
121	0	172
121	0	173
121	0	174
121	0	175
121	0	176
121	0	177
121	0	178
121	0	179
121	0	180
121	0	181
121	0	182
121	0	183
121	0	184
121	0	185
121	0	186
121	0	187
121	0	188
121	0	189
121	0	190
121	0	191
121	0	192
121	0	193
121	0	194
121	0	195
121	0	196
121	0	197
121	0	198
121	0	199
121	0	200
121	0	201
121	0	202
121	0	203
121	0	204
121	0	205
121	0	206
121	0	207
121	0	208
121	0	209
121	0	210
121	0	211
121	0	212
121	0	213
121	0	214
121	0	215
121	0	216
121	0	217
121	0	218
121	0	219
121	0	220
121	0	221
121	0	222
121	0	223
121	0	224
121	0	225
121	0	226
121	0	227
121	0	228
121	0	229
121	0	230
121	0	231
121	0	232
121	0	233
121	0	234
121	0	235
121	0	236
121	0	237
121	0	238
121	0	239
121	0	240
121	0	241
121	0	242
121	0	243
121	0	244
121	0	245
121	0	246
121	0	247
121	0	248
121	0	249
121	0	250
121	0	251
121	0	252
121	0	253
121	0	254
121	0	255
